,Full_OLS_RMSE_test,Full_OLS_RMSE_train,Full_RF_RMSE_test,Full_RF_RMSE_train,Proposed_OLS_RMSE_test,Proposed_OLS_RMSE_train,Proposed_RF_RMSE_test,Proposed_RF_RMSE_train,Restricted_OLS_RMSE_test,Restricted_OLS_RMSE_train,Restricted_RF_RMSE_test,Restricted_RF_RMSE_train
0,11.354588221251891,11.401596390951447,11.254859500718117,11.087337142362301,11.353377168221543,11.40434494744663,11.252139367689566,11.141384679053404,11.353546362130787,11.40459258312853,11.246952327497633,11.199332350362821
1,11.256018086610144,11.426105295878259,11.165595181575458,11.203469242876222,11.257447386365563,11.42833328737537,11.171065728995261,11.231039244868118,11.255121774876256,11.428996217862641,11.178012219821762,11.21958264087292
2,11.399661804835983,11.390608642412788,11.27074862871477,11.175304948226648,11.401599097354023,11.392523341737398,11.275897483134198,11.201654363407,11.402637831255861,11.392534584138842,11.275663317706927,11.189835623946225
3,11.351434404441482,11.402287500208688,11.258706443322554,11.17627453922565,11.352601822986541,11.40445061934696,11.265783552876435,11.202913432447907,11.353030965115998,11.40469127573338,11.266702949693643,11.191107305075867
4,11.38172044106697,11.395065766187447,11.295486697771127,11.154247076870162,11.380083993336687,11.397863549543205,11.303640407459566,11.188942910259405,11.379532642922175,11.398303500953235,11.294776750243829,11.19759864263116
5,11.250284942986548,11.427387158039364,11.16155527496858,11.225482731922549,11.25240502403783,11.429330697823293,11.1727285168832,11.247764934570904,11.253262523110886,11.42940936058767,11.169667526023124,11.221338585646189
6,11.302653401720665,11.414992573483334,11.235347457246245,11.114499918480226,11.305067298179255,11.41697986779609,11.240991576062846,11.161330979323866,11.304748317541494,11.416959704267033,11.241024761342132,11.162804513192926
7,11.494947499199496,11.36677789882427,11.386690464026248,11.076011875088831,11.499576313260185,11.367922480836107,11.390093133926076,11.119534694113215,11.500395921628089,11.368028423749104,11.393884472467999,11.135264960521393
8,11.25919666246443,11.42547251069042,11.162799413998394,11.181343648518252,11.26372856907247,11.426704387872997,11.177017786565951,11.211658465028394,11.262676853978737,11.427245442174167,11.183578221246176,11.186859223208494
9,11.502058980499239,11.364755673801392,11.39829779989981,11.07060763685654,11.502552167053764,11.36713566217062,11.407254496236352,11.11219076579412,11.502782860325302,11.36737065234785,11.411396886153758,11.157643521387755
10,11.436384084937746,11.381148109169832,11.293064286290143,11.094445421397074,11.437041844305735,11.38339265623062,11.305219844869264,11.138341618099185,11.438040851118124,11.383502815594857,11.303076419536529,11.178372965231478
11,11.588331353191258,11.343031341623371,11.498786982629777,11.044285598637906,11.592331318542936,11.344421996674836,11.490233216790365,11.09417661755609,11.593109991928731,11.344528030565991,11.497098159101894,11.13344208019095
12,11.438506568329185,11.380731790872739,11.31386480673447,11.099783795747637,11.437940148374217,11.383323559611203,11.331423029819106,11.136383457147888,11.438464042079737,11.383490668079824,11.329885725369959,11.17844553529109
13,11.179266421491306,11.445188793367187,11.112522850513992,11.231575364698672,11.183739495955653,11.446562232462238,11.117045483918272,11.2570450284056,11.184131444794255,11.446572655111321,11.12219885881482,11.242956934070403
14,11.259599841237495,11.42522252846957,11.16599691035034,11.160249417148387,11.257626467682144,11.42811383557444,11.164530840290967,11.1977238595928,11.258304466159597,11.428201577485407,11.180505061766887,11.138634664573253
15,11.261134846392094,11.424877690206182,11.144966130710749,11.131489473618931,11.26027562384672,11.427482827970284,11.154109960374372,11.172760398246544,11.26122049840995,11.427544841027617,11.157752389171776,11.215238340422738
16,11.688898372677805,11.317018132505108,11.601378407306607,11.021460487039677,11.694126335854053,11.317901379394987,11.608894768190952,11.064255253364601,11.69477540103882,11.318006471192705,11.612541245563994,11.072002585476547
17,11.322522204124457,11.409837530349915,11.245665640474025,11.180672167211673,11.324004084263732,11.411982359547155,11.245259360619379,11.205029660271613,11.324582713184194,11.412106435095005,11.252496909438335,11.19253098993634
18,11.247464156751269,11.428013976861752,11.128348706720653,11.209561356679155,11.246751623113125,11.430545765818136,11.135586876294822,11.237013089118282,11.247857497212163,11.43065012637234,11.139004353049899,11.237682052186265
