,Full_OLS_RMSE_test,Full_OLS_RMSE_train,Full_RF_RMSE_test,Full_RF_RMSE_train,Proposed_OLS_RMSE_test,Proposed_OLS_RMSE_train,Proposed_RF_RMSE_test,Proposed_RF_RMSE_train,Restricted_OLS_RMSE_test,Restricted_OLS_RMSE_train,Restricted_RF_RMSE_test,Restricted_RF_RMSE_train
0,11.62219431291351,11.333827987456324,11.543667033842555,11.033326477681277,11.624031474778423,11.335849786590883,11.549606606111515,11.078753940374003,11.624437242101457,11.336079948285008,11.545158724256188,11.138069840145471
1,11.598739424615333,11.340263758063053,11.490916482369087,11.046439472290455,11.603614889358921,11.34113080470804,11.500140196405885,11.088150002352876,11.604688226156304,11.341230363547366,11.519828132395613,11.153519150002865
2,11.307608448095158,11.41381428495224,11.209375551992396,11.176070549058789,11.305623327577887,11.416717700287377,11.206491172607386,11.213945743761084,11.305421871332156,11.417038003100803,11.209389267855915,11.184747086788706
3,11.524045187990005,11.359490643767598,11.393055046044854,11.073953010210452,11.529370673702639,11.360374124648795,11.406423640812752,11.114859225445551,11.5285526117193,11.360848044125628,11.401814268937821,11.159640927719375
4,11.108140454721285,11.46244728060066,11.034311974141081,11.162114995391633,11.103273598605861,11.46595588208722,11.02869101364763,11.214772530306382,11.103571914569349,11.465991905350442,11.039565240629717,11.175230995574552
5,11.430119441106163,11.382978008862034,11.316863116910051,11.08713486833706,11.434540132909637,11.384142366433178,11.31936201086422,11.136343289276764,11.434275550980837,11.384573269731018,11.32697311683746,11.188988811775143
6,11.216861881060977,11.435900444272942,11.101766754298293,11.218836053973291,11.219576938122279,11.437677633218376,11.112635121924757,11.23819956863249,11.220382618898848,11.437798911164613,11.11737383275841,11.230332870410287
7,11.535716324529254,11.356047896431607,11.429135653410205,11.121176760572125,11.538750265016768,11.357779189302905,11.435630597358907,11.152283876210696,11.539141247746764,11.35798248353336,11.427110251476064,11.154218360774461
8,11.386228672720359,11.39380089302124,11.292905128115077,11.188962844855718,11.390214464686455,11.395176199834085,11.29980762209942,11.216399274140478,11.390496618373497,11.395472124389546,11.30101700176278,11.163320552845436
9,11.769014920994723,11.29649742279041,11.690987353759477,11.067872964136976,11.769848186308085,11.298843608920926,11.695176806520628,11.095622067184527,11.769812281163622,11.299110650520682,11.69690660929256,11.096832521081634
10,11.24719436127402,11.428911496207373,11.170164313064008,11.124443118255073,11.252432148666776,11.430074179222753,11.176684313024488,11.17052648300176,11.251929231952774,11.430394200089486,11.182010353052956,11.212033656049949
11,11.441055629394004,11.380296396745639,11.29998822942077,11.15726701612921,11.442602352969006,11.382384064637895,11.317359336248288,11.186135944239304,11.441041827990713,11.383014236683385,11.31462006269846,11.195832813162895
12,11.415554159087465,11.38652843102579,11.33065614709954,11.064707847453178,11.420515525918784,11.387746691767454,11.33975260919204,11.108280989422793,11.420726210109086,11.387908238853399,11.334412961440506,11.18016247052876
13,11.586261432474284,11.343260169817077,11.50861725704977,11.047908520730926,11.58693068056381,11.345632651726692,11.52356332485386,11.086718845123704,11.587226966228087,11.345808091060725,11.526918998295448,11.095321076796951
14,11.369987084032282,11.397889420404915,11.28586576861262,11.19036878167303,11.371300923785967,11.399924403674557,11.295751641973364,11.21691314429386,11.372333074913266,11.40010982468391,11.299678216100181,11.197539128834958
15,11.247366789725882,11.428062757838868,11.13716154711484,11.20765273409531,11.251557676037333,11.429532881098613,11.147983741685117,11.229364006950139,11.250753049101602,11.429958438433538,11.150399455901157,11.231298941136707
16,11.334614701477808,11.406912839894568,11.22303411733444,11.212358520527442,11.33691879812879,11.408886611754317,11.233159300915487,11.238174135560525,11.334093146596077,11.40967361925228,11.22785122395175,11.215314527527768
17,11.372212631624313,11.397352599064567,11.259250045644428,11.195596159691682,11.375607519183589,11.398893595393556,11.265759987280013,11.220843331927618,11.37420012450114,11.3995083561106,11.267103044169156,11.204349276098068
18,11.238815296626338,11.43086866987167,11.144070295025957,11.128805686053823,11.236917036364297,11.43369230458907,11.137570666928085,11.179853867139329,11.233996704092467,11.434547678662051,11.1360766053059,11.223931581818908
19,11.416042672006135,11.386404117021968,11.309462497036302,11.09547912553364,11.416370694418642,11.388789766279166,11.310049190666534,11.14411923186764,11.417186866181396,11.388849278900281,11.30145605527488,11.17981513187236
20,11.395746457145263,11.391241248581524,11.298934883889501,11.09641514007577,11.39990116399894,11.392656262982424,11.306510484020956,11.140689708572351,11.400225679993811,11.392872603461582,11.317995488715393,11.107627926960985
21,11.307119213058833,11.413486541830974,11.20649143465092,11.117222716756775,11.305162597198738,11.416360835504598,11.203257193485072,11.162493143650597,11.304903487077338,11.416724897913314,11.20709199578397,11.208941235291888
22,11.491331908517076,11.367458201449754,11.368230444180174,11.077594617533846,11.49639807258642,11.368431800852509,11.380980677931465,11.118615216836433,11.496295595194127,11.368784938245735,11.388494625329873,11.175698778301244
23,11.629925487260524,11.33204048750749,11.51408877639377,11.11819804930943,11.632900367050855,11.333859280314206,11.519778993189723,11.141532338301328,11.632696739349269,11.334148686477574,11.519258157793157,11.131793115232934
24,11.515257277019506,11.361331615129412,11.416743711191595,11.068219121276782,11.518704429932225,11.362822910826536,11.422850064508555,11.109669258755316,11.519772932181876,11.362885301295389,11.426726700710603,11.150416987125112
25,11.523780011876365,11.359504611706653,11.41188832209821,11.10772681463406,11.52544802588857,11.36141003011913,11.421357405840215,11.137237742897533,11.52673633821871,11.361409859449108,11.416323946761176,11.123288922842644
26,11.26491127310256,11.423649705020793,11.176738678593505,11.20135752224461,11.266348083210602,11.425720497521294,11.181983984513565,11.22511016199981,11.267057814825572,11.425920759815005,11.17914074146636,11.213866140949964
27,11.417726461160985,11.386283802274521,11.333146623580145,11.180062530519125,11.41892981185406,11.388532039696026,11.338822291854337,11.206834773066804,11.41943867192192,11.388573175966313,11.338124488468619,11.18944266591763
28,11.59906924419236,11.34034903079999,11.496262259116396,11.096124696751682,11.603210653486943,11.341759912361956,11.497310614814193,11.134712347850337,11.603585131575455,11.341942294262847,11.499224047755567,11.108503024334489
29,11.158857455367558,11.449994184507796,11.06791005686761,11.150461884613168,11.162805725566331,11.451414948424318,11.069144742283772,11.195087778667347,11.161872095410041,11.4519389481524,11.073215111443549,11.21168495163256
30,11.32976546464886,11.407735630089109,11.23975365160674,11.185314870048314,11.331438431190639,11.409842462522986,11.255480769830386,11.204928869357152,11.331763691162028,11.410039095535215,11.256827773603549,11.209047036796155
31,11.383671461689689,11.394234803328306,11.298114572467131,11.174505216672411,11.383822699691905,11.396726035374057,11.301098828706085,11.201096107592848,11.384102134748431,11.396903579066201,11.303818232618639,11.186390100450222
32,11.410008944791421,11.387898427206672,11.295724907519958,11.191230060479805,11.408978014702136,11.390633846156206,11.301997807837024,11.216889224619168,11.40941425773594,11.39075454007213,11.303195939572168,11.197267422613402
33,11.40024921130632,11.39037620715197,11.302422117477896,11.089742246381455,11.404076911486003,11.391934304843776,11.3133739939523,11.12915272090985,11.403723899851821,11.392265762880093,11.319826768723429,11.14782029941404
34,11.302240935492293,11.415121167252797,11.230333813995724,11.11313387058056,11.30011423801393,11.417891432334002,11.234911689794227,11.154351818608543,11.300935123100958,11.418170872681515,11.243342113599072,11.170983577336361
35,10.935215883392248,11.504020696665217,10.858079686397412,11.19733772471603,10.935764879167587,11.506402083931079,10.866755567843029,11.242886624665152,10.934991450473735,11.506818955944087,10.867886743302382,11.301111083905019
36,11.199132553534437,11.439900221966873,11.119428606495106,11.135204785775962,11.20149638837594,11.441867153977324,11.12549642599968,11.180172085887225,11.201863041905215,11.442012192062455,11.129585760785535,11.22494868059773
37,11.43238871956506,11.382070861243788,11.322135788552574,11.16093393022299,11.432131696826916,11.384520208619238,11.32988066974327,11.184360830824982,11.43249528499049,11.384832694609573,11.33381056882439,11.173794172292439
38,11.438664408328465,11.380519312307488,11.334904663530113,11.179691994473023,11.440705438339705,11.382581163556148,11.348256490787847,11.203124454515308,11.440110578582983,11.382957237535983,11.352731033802511,11.151014343591275
39,11.321696206036302,11.410460913010715,11.232377947043027,11.108723458295007,11.32282784580875,11.412471467832109,11.235666323923175,11.152027339672253,11.324001434990855,11.41245527803096,11.237222001119735,11.20453625986472
40,11.566988174155867,11.348195109276473,11.448549749636566,11.136304572432776,11.56968958715643,11.349933202212931,11.462835091866504,11.158163637472574,11.569859173283993,11.350265476722413,11.460791271167981,11.146850709992592
41,11.26032190772707,11.425058046949717,11.139958415704987,11.136658841672014,11.261027906413224,11.427211416173968,11.157341142765656,11.178771880564708,11.262183423719888,11.427404061155254,11.161297754755573,11.231477607656062
42,11.102462699249738,11.463807596041715,11.028813324935909,11.219234354637832,11.104840561914296,11.465579337543348,11.038874186748572,11.252707693967853,11.10615154329919,11.465640865244564,11.039953486669155,11.261608589880066
43,11.825683573351407,11.281268258630691,11.733328317657676,10.984408614751644,11.826023197132198,11.283734816726163,11.726052120351449,11.03770074789384,11.825979375007629,11.283997401695846,11.730588942653933,11.089113505331857
44,11.583298428789098,11.343823166089363,11.527356594355048,11.03229810892572,11.583722663086078,11.346269177180064,11.526503621126352,11.077916781118601,11.582781677576056,11.346714358848756,11.52880155269598,11.134573305199423
45,11.483696188497392,11.369431683093623,11.40177667224654,11.065414544740616,11.485301604468992,11.371607243004137,11.412473862766642,11.110322481122319,11.485092330077542,11.371884947083839,11.417751404827788,11.150669472840715
46,11.315726413488882,11.411255309837754,11.213373939462695,11.210804498200412,11.318537184111744,11.413048396119184,11.219521742663881,11.23586703002905,11.318650627422539,11.413340777818796,11.221655100674274,11.21843314419804
47,11.319236545923152,11.410280334149062,11.236097214572101,11.106540655047523,11.320855191684194,11.412444887995159,11.245481402715646,11.149778063736493,11.320792868065986,11.412701736261326,11.255987402985898,11.122285329822217
48,11.608791976436295,11.33750178769773,11.49462825914804,11.042895166571004,11.612925113494116,11.338989760640919,11.508600555823696,11.082059536725234,11.612403838850591,11.339345753465597,11.522679969389499,11.150417303534688
49,11.266660746031368,11.423390124499466,11.184723948528097,11.174653865044789,11.26722468256666,11.42577767599666,11.192833752709154,11.206493548576827,11.266383730905185,11.426211600342093,11.196788888729316,11.22316901006053
