,Full_OLS_RMSE_test,Full_OLS_RMSE_train,Full_RF_RMSE_test,Full_RF_RMSE_train,Proposed_OLS_RMSE_test,Proposed_OLS_RMSE_train,Proposed_RF_RMSE_test,Proposed_RF_RMSE_train,Restricted_OLS_RMSE_test,Restricted_OLS_RMSE_train,Restricted_RF_RMSE_test,Restricted_RF_RMSE_train
0,14.030053787013328,14.182795381223654,13.752480142153907,13.625659054351807,14.120343322088551,14.312140144282898,13.799021132348026,13.88203110054623,14.126429407618721,14.303051984033907,13.77249444477045,13.88882232760239
1,13.788846127111462,14.242933824778726,13.547258557406247,13.674711291772942,13.919502988908846,14.374438770784549,13.662259064552526,13.917133750114052,13.881011106613544,14.364096414880793,13.636440059762718,13.921509316778984
2,13.610558007685048,14.28446310850802,13.477386997091656,13.629107538152978,13.745640049473785,14.408984607997548,13.577605456881216,13.887031222945781,13.730762607241338,14.398793503808612,13.553599462304522,13.929405643387236
3,14.043527846305874,14.181542764925833,13.802840928279734,13.774071482113209,14.203518373670674,14.302599243624917,13.944585479980955,13.930128193569049,14.157788643537286,14.295599075780151,13.937050967238438,13.879988900867382
4,14.177440959231472,14.147793757060919,13.915486280872306,13.582190303701633,14.286974113679154,14.275920779368247,13.999126170487504,13.82973258077179,14.258727671235498,14.270060557099164,13.985206423701648,13.843798233865622
5,14.000485952972145,14.191021696375248,13.782370953772167,13.771638358112904,14.174452322819926,14.296709735604933,13.956227316369384,13.909758449061677,14.175832678272055,14.290783500886915,13.997744314993037,13.648915091670641
6,14.039225213794241,14.180716281579539,13.795472019337208,13.832508919241977,14.141075696704098,14.309187372852229,13.908549932196758,13.997144846622941,14.139424255984084,14.29950744188675,13.87685490880144,13.852916827963893
7,14.358028575020333,14.101194908945475,14.15724483958513,13.685402298491535,14.46023762850221,14.234797694709341,14.280443132151595,13.857815110324314,14.439333407571679,14.22449354093391,14.258673691228584,13.728449376142455
8,13.880590262949532,14.220468082832488,13.62730621219527,13.65223581871764,13.995594199257392,14.35201465750084,13.734076733524757,13.906395990040684,13.969854080427249,14.341150672621755,13.709854105764098,13.896552309641043
9,14.272159500917397,14.12299144386584,13.948212447603119,13.56491943620968,14.415047271076956,14.238885975479757,14.077748026879386,13.804986541313854,14.408254517281286,14.232294703972313,14.046002731301288,13.816266120988283
10,14.051660662560678,14.178269698270498,13.870039021479334,13.761117227855562,14.171086640958952,14.301160955668388,13.994759825804671,13.93225721600839,14.166828147810905,14.293762461358632,13.995480709466767,13.895284007118955
11,13.885350829568399,14.22042895291759,13.730305840681098,13.62092814082299,14.100576002244003,14.3182873433438,13.883161878789252,13.843106233814764,14.08574379312021,14.313188286568296,13.84215487488944,13.869543875688946
12,14.171626411527207,14.150226100878665,13.996756631946516,13.714622745033367,14.375218956439868,14.246542429954744,14.161919828437401,13.872416577348954,14.378984747309778,14.240358407725346,14.136183808739057,13.806217649426296
13,14.06593303023612,14.176389853027677,13.877163079573087,13.754553876382696,14.201670506463127,14.292989089387794,13.968884582143158,13.910390885820506,14.210293030389622,14.283466308225808,13.970435026769989,13.840763464603183
14,14.170386753068204,14.149072934617061,13.834847573414546,13.753223873961245,14.265847982604956,14.273065077392634,13.92683402246911,13.935964716371439,14.289889270627846,14.263126463400704,13.922160839854708,13.852829135393518
15,14.197580850571175,14.143082048269328,14.009084054744132,13.729725097386497,14.298806224494664,14.275624174399246,14.097531395609668,13.900727513757383,14.27482924512662,14.265747752222566,14.08779901246731,13.84123717028042
16,14.132061275900911,14.158830645643715,13.804027407492736,13.758723031408294,14.195918056217815,14.301169707174749,13.890279751130803,13.955710071093167,14.168513027742197,14.292498004896865,13.850607180753663,13.866497400678892
17,14.688857829734339,14.014762374115474,14.508761261698472,13.437019059002374,14.846445316122407,14.131038140377038,14.638027724891366,13.651906392198407,14.831370268957738,14.122945771304554,14.64495946485139,13.677648766811503
18,13.933442132347444,14.209523746365571,13.649434870738611,13.63745030853885,14.01341026521142,14.339257383712143,13.73414656519713,13.890843249215038,14.01876280457595,14.330868437180559,13.726348503097416,13.893897385821083
19,13.953083864083135,14.203393808500243,13.762678863274255,13.605073411847682,14.08429230107531,14.338887031775895,13.86355364216883,13.870188282495187,14.015974878670587,14.33162512204431,13.805753865960487,13.886754293414713
20,14.30196384995177,14.115672906572259,14.088307133886417,13.686520287555876,14.411626558290378,14.246504763197372,14.198182041286406,13.862747818904072,14.398724982885536,14.234786171082707,14.196408307908952,13.773783289444523
21,14.059268498493356,14.177109991234124,13.860849422680715,13.757886535383257,14.113956495121311,14.32250727466572,13.901470913007099,13.9587939744184,14.081272497322274,14.313781815680006,13.873432994477005,13.874194844828526
22,14.663716950909805,14.02445985746499,14.401249908117613,13.610020491922874,14.746733746161022,14.1683728467151,14.495409329346751,13.808492834995915,14.705948191499987,14.15736077723625,14.4653994359349,13.723493495659389
23,14.370348292113126,14.09828612983095,14.095550061152302,13.486146946682261,14.502906222727248,14.213722951999776,14.214866139715106,13.729227331276643,14.510431877868623,14.207520256941903,14.224150879839597,13.776772461016993
24,14.359084367176957,14.101588809989275,14.139372574596445,13.671694043497528,14.461168647182433,14.227205508530036,14.226746497191776,13.861153515123371,14.45852110316286,14.219718390370735,14.1931048024391,13.794430204976178
25,14.012157352738665,14.188270876988977,13.728950993318861,13.773830849093173,14.110146345902736,14.317402134927585,13.787554229023755,13.966499965060063,14.09949743299825,14.310014321594297,13.795986066562326,13.892371551476028
26,14.113991682215486,14.162266184652001,13.887857995677901,13.731739106791865,14.197948704276396,14.297450717507429,13.968615976492517,13.926000617037559,14.176632561396458,14.290457572447039,13.941786805304531,13.799991021814678
27,14.897551644236566,13.962294300248137,14.660819924933804,13.53005318659758,15.015588637253849,14.086123404726994,14.791633161880355,13.69553288693519,14.999476211275613,14.078566328148662,14.783494207611668,13.603681200402795
28,14.117451591260307,14.162104599241937,13.851070631154306,13.579305596791658,14.296488626117998,14.274048573299723,13.98348119039116,13.811316284002853,14.269866265189558,14.26753270404991,14.004471206341893,13.654917550033671
29,14.342087234496912,14.104319020787965,14.098709349771108,13.681485578964866,14.457680111952437,14.233104292399835,14.229853735795238,13.868734452562059,14.440753806064738,14.224052647430211,14.20022693448156,13.768303968629786
30,14.28894407063655,14.119519056841014,14.101714252576782,13.524320063429894,14.432702358872232,14.23989108527499,14.19814599068945,13.767446585544345,14.41146706758326,14.232849913599413,14.185621270285846,13.807921752329838
31,13.693827957108407,14.26597660456492,13.388433402166761,13.864118348978515,13.81287743402958,14.388260591759298,13.510845729940577,14.04228837697259,13.808894217745273,14.380183991949632,13.472143966319589,13.974215420282754
32,14.137809303730162,14.157933791544252,13.820755698935379,13.750601061405677,14.239550094758936,14.281134745610183,13.922947502953043,13.931158696527433,14.240486830478485,14.274949966348293,13.919593673137628,13.918903562107404
33,13.395479637607016,14.337717560808196,13.21472733546792,13.707580088793094,13.482642485660294,14.475737204593456,13.303666316338061,13.982633597342314,13.457579906855747,14.465002804430648,13.312562290614919,13.814961183835383
34,14.351930878313365,14.10629560052699,14.161778861208271,13.520103537753037,14.444369653388781,14.24251523238174,14.20565916257426,13.786673336740943,14.410944607477562,14.233273746902944,14.217787313519905,13.779066586754764
35,14.155842693350419,14.152861706502323,13.88336982729915,13.737442887913517,14.26120884395804,14.287243471365652,13.97684026834085,13.935072777114708,14.20881071665356,14.282291469158913,13.958742655058273,13.838065756529218
36,14.503111730977084,14.06473235028451,14.281498073314093,13.494353289160772,14.586934464857437,14.198191815873665,14.349761377652664,13.753213699427684,14.591085433817742,14.186284934376616,14.361054742284637,13.733795673352201
37,14.422232140801592,14.084960324332478,14.121055430204304,13.693927203703888,14.522979452012741,14.21423552445128,14.232966231804198,13.874748893965984,14.515260056031792,14.205783351132037,14.22324834904607,13.773934219139385
38,14.035277125271657,14.181353937510892,13.877993974963838,13.738584664085852,14.164602678703877,14.303856194194525,14.001095103379884,13.91277283570214,14.157077326647629,14.29496863314379,13.986752780867366,13.832775260940867
39,14.556683736368939,14.052520741867651,14.282252600402893,13.440403917996072,14.735222607451805,14.15867410764669,14.430746464643013,13.679495816854542,14.713282619460648,14.15513467667729,14.42469184023278,13.723620059470303
40,14.118389856126544,14.163850919355415,13.845863637389499,13.750647235752382,14.222247805314014,14.293248868169082,13.936096404217926,13.936554224555785,14.213530628192101,14.282088285446939,13.914562019939376,13.85322114439797
41,14.250682101132272,14.12964069332633,13.996434773577416,13.71852728069392,14.3718139265998,14.26142709956604,14.115432333338775,13.921833125016027,14.339896834121792,14.251142587753709,14.070872134727436,13.819404543581564
42,13.919889226303622,14.213204803516275,13.561181459725402,13.810414104876271,13.969977291588771,14.353868912270384,13.634667952841873,14.014784758924606,13.965667353713838,14.343934610710662,13.650836503448188,13.92048217529247
43,14.239601342139332,14.131820871375204,14.02790314756343,13.537817661699846,14.337036024413706,14.270298578241048,14.083308618632381,13.803111709863806,14.298661310495872,14.260183608690232,14.059155405812984,13.828670067889425
44,14.151404693646194,14.154394396379132,13.871353294626068,13.744515671629634,14.291405431845382,14.277172186289139,13.982898153512046,13.923267403995427,14.254816502175784,14.271483769675067,13.957441922337697,13.791056360760908
