,Full_OLS_RMSE_test,Full_OLS_RMSE_train,Full_RF_RMSE_test,Full_RF_RMSE_train,Proposed_OLS_RMSE_test,Proposed_OLS_RMSE_train,Proposed_RF_RMSE_test,Proposed_RF_RMSE_train,Restricted_OLS_RMSE_test,Restricted_OLS_RMSE_train,Restricted_RF_RMSE_test,Restricted_RF_RMSE_train
0,14.22052315016495,14.135711744355396,13.923149329980163,13.738162946400772,14.320289041999533,14.270746866387258,14.046951148605935,13.927130154888884,14.294753658222698,14.261089174357037,14.008400077314146,13.82597234952713
1,14.15508858700919,14.153591261059681,13.879340179032935,13.77435226464841,14.339610129646825,14.257216173441149,14.058761779562214,13.92104275269249,14.33579643974413,14.251195460606196,14.019495155629597,13.827326328010264
2,14.121173033876953,14.160505569977284,13.999134320651816,13.743237657498259,14.299065501032253,14.274448322874692,14.104820144987876,13.893232849789108,14.273735375066044,14.266685751894535,14.083085064148966,13.821182542654832
3,14.353943247487344,14.102300392556012,14.110908655342223,13.523603666918902,14.504357813652332,14.22153643763298,14.234425504572132,13.758736375657062,14.488174724593346,14.211946643948275,14.200314661382013,13.752194362078754
4,13.814654889055284,14.237032343742744,13.604696594503434,13.642866285112394,13.935014248102501,14.357721117229008,13.70547826549625,13.893108193770155,13.911728365904022,14.355194699206814,13.712957070488098,13.871003516834184
5,13.985040548871268,14.195874274622147,13.823980925529938,13.59980784569448,14.166861899070481,14.31324816603461,13.974150828557377,13.83497918133799,14.121637777900741,14.304714104021675,13.932442334959388,13.854225045512965
6,13.912430441476392,14.214745956688402,13.652021946099094,13.797935882821605,13.980328689389808,14.357956387856536,13.714903445228002,14.002889081837397,13.940612640216585,14.349167220927905,13.66407155197013,13.894226520948994
7,14.137644427298962,14.157201301441916,13.855528038376344,13.74456062927402,14.285700040111903,14.269927462806006,14.007846540606096,13.913449850695562,14.28220325934019,14.264481837239455,13.977709414761689,13.833179912512636
8,13.897897828710885,14.215262006409318,13.705122298887384,13.596630089295772,14.033361823543233,14.343512859449548,13.799348008411606,13.857549397841538,14.005130319242301,14.332798921837878,13.797539986075124,13.865521176174155
9,14.327492408103351,14.108888726632928,14.100339910497475,13.655122350382838,14.478824156522615,14.222016643176651,14.236582618819758,13.832101762178233,14.47611687748775,14.215645051724405,14.229987500716769,13.757338450068728
10,14.531695259714017,14.055857473882373,14.235802609713772,13.523253200496944,14.681107834277615,14.17547073969611,14.383643381800375,13.760512150652158,14.662473008128872,14.167177069812205,14.320681509095184,13.7495676986489
11,14.273164481168497,14.123041625604156,14.017502466622556,13.547869693143268,14.351816511815269,14.257433193294759,14.099924151718817,13.809483176723445,14.338402874420593,14.25032486699662,14.108140638363382,13.779193215539834
